dataset,category,method,n0,n1,seed,feature_mode,subset_family,subset_label,subset_param,n_features_used,n_features_total,rf_sep_mean,rf_sep_sd,rf_auc_mean,rf_auc_sd,corr_mean_abs_diff,corr_max_abs_diff,prop_significant,kept_feature_idx,kept_feature_names
breast_cancer,clinical_tabular,gmm,60,60,42,drop_one,drop_one,drop_idx_2,2.0,29,30,0.6024444444444444,0.05109613307105359,0.5366666666666667,0.10844922575980537,0.05290008040160084,0.2280818813641421,0.0,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean area'), np.str_('mean smoothness'), np.str_('mean compactness'), np.str_('mean concavity'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
breast_cancer,clinical_tabular,cvae,60,60,42,drop_one,drop_one,drop_idx_2,2.0,29,30,0.6195555555555556,0.05886834023039449,0.5715555555555555,0.11242248358231023,0.11343210740914052,0.41357294494289254,0.06896551724137931,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean area'), np.str_('mean smoothness'), np.str_('mean compactness'), np.str_('mean concavity'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
diabetes,metabolic_tabular,bootstrap,60,60,42,drop_one,drop_one,drop_idx_2,2.0,7,8,0.6604444444444445,0.09179580129724055,0.33955555555555555,0.09179580129724055,0.06384545090552689,0.22330575451807932,0.0,"[0, 1, 3, 4, 5, 6, 7]","['preg', 'plas', 'skin', 'insu', 'mass', 'pedi', 'age']"
diabetes,metabolic_tabular,gmm,60,60,42,drop_one,drop_one,drop_idx_2,2.0,7,8,0.7693333333333333,0.08653437196203714,0.7693333333333333,0.08653437196203714,0.04663424849013041,0.10129269513457473,0.0,"[0, 1, 3, 4, 5, 6, 7]","['preg', 'plas', 'skin', 'insu', 'mass', 'pedi', 'age']"
diabetes,metabolic_tabular,cvae,60,60,42,drop_one,drop_one,drop_idx_2,2.0,7,8,0.8437777777777777,0.08149861772667082,0.8437777777777777,0.08149861772667082,0.08978046982237818,0.3721563377617495,0.2857142857142857,"[0, 1, 3, 4, 5, 6, 7]","['preg', 'plas', 'skin', 'insu', 'mass', 'pedi', 'age']"
breast_cancer,clinical_tabular,bootstrap,60,60,42,drop_one,drop_one,drop_idx_3,3.0,29,30,0.6217777777777778,0.06161449244303115,0.3906666666666667,0.0816847296728611,0.0608776013525248,0.22278950548863852,0.0,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean smoothness'), np.str_('mean compactness'), np.str_('mean concavity'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
breast_cancer,clinical_tabular,gmm,60,60,42,drop_one,drop_one,drop_idx_3,3.0,29,30,0.5653333333333335,0.054079959091225684,0.5146666666666667,0.08353427625018353,0.0549601040402259,0.2151162398320113,0.10344827586206896,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean smoothness'), np.str_('mean compactness'), np.str_('mean concavity'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
breast_cancer,clinical_tabular,cvae,60,60,42,drop_one,drop_one,drop_idx_3,3.0,29,30,0.6042222222222223,0.06368479478195527,0.5566666666666668,0.10819849158027534,0.10895039378469391,0.422941065794848,0.06896551724137931,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean smoothness'), np.str_('mean compactness'), np.str_('mean concavity'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
diabetes,metabolic_tabular,bootstrap,60,60,42,drop_one,drop_one,drop_idx_3,3.0,7,8,0.6446666666666666,0.08949487881065224,0.3553333333333334,0.08949487881065224,0.07302090486379918,0.23526486179700193,0.0,"[0, 1, 2, 4, 5, 6, 7]","['preg', 'plas', 'pres', 'insu', 'mass', 'pedi', 'age']"
diabetes,metabolic_tabular,gmm,60,60,42,drop_one,drop_one,drop_idx_3,3.0,7,8,0.7411111111111112,0.09976391885933929,0.7411111111111112,0.09976391885933929,0.05542856361202636,0.16356090153397507,0.0,"[0, 1, 2, 4, 5, 6, 7]","['preg', 'plas', 'pres', 'insu', 'mass', 'pedi', 'age']"
diabetes,metabolic_tabular,cvae,60,60,42,drop_one,drop_one,drop_idx_3,3.0,7,8,0.8333333333333334,0.07362903345760582,0.8333333333333334,0.07362903345760582,0.10788289031389736,0.4380104415763949,0.2857142857142857,"[0, 1, 2, 4, 5, 6, 7]","['preg', 'plas', 'pres', 'insu', 'mass', 'pedi', 'age']"
breast_cancer,clinical_tabular,bootstrap,60,60,42,drop_one,drop_one,drop_idx_4,4.0,29,30,0.6184444444444444,0.06242071514339087,0.398,0.08672619038540451,0.06050774831265407,0.22278950548863852,0.0,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean compactness'), np.str_('mean concavity'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
breast_cancer,clinical_tabular,gmm,60,60,42,drop_one,drop_one,drop_idx_4,4.0,29,30,0.5715555555555556,0.06332202628111075,0.516,0.09420125552884037,0.0606730091098995,0.29427954697227876,0.034482758620689655,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean compactness'), np.str_('mean concavity'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
breast_cancer,clinical_tabular,cvae,60,60,42,drop_one,drop_one,drop_idx_4,4.0,29,30,0.6195555555555556,0.07376171177146575,0.5906666666666667,0.1073027331581534,0.10925606449659647,0.3949414438552884,0.06896551724137931,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean compactness'), np.str_('mean concavity'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
diabetes,metabolic_tabular,bootstrap,60,60,42,drop_one,drop_one,drop_idx_4,4.0,7,8,0.6437777777777777,0.07965388088938756,0.3562222222222222,0.07965388088938756,0.07780002732066964,0.23526486179700193,0.0,"[0, 1, 2, 3, 5, 6, 7]","['preg', 'plas', 'pres', 'skin', 'mass', 'pedi', 'age']"
diabetes,metabolic_tabular,gmm,60,60,42,drop_one,drop_one,drop_idx_4,4.0,7,8,0.5973333333333333,0.08846454266338563,0.5693333333333332,0.11177048794430774,0.0543845867137566,0.2225389713570914,0.14285714285714285,"[0, 1, 2, 3, 5, 6, 7]","['preg', 'plas', 'pres', 'skin', 'mass', 'pedi', 'age']"
diabetes,metabolic_tabular,cvae,60,60,42,drop_one,drop_one,drop_idx_4,4.0,7,8,0.7204444444444446,0.05865824855428936,0.7204444444444446,0.05865824855428936,0.08754087412803432,0.2900788293512866,0.14285714285714285,"[0, 1, 2, 3, 5, 6, 7]","['preg', 'plas', 'pres', 'skin', 'mass', 'pedi', 'age']"
breast_cancer,clinical_tabular,bootstrap,60,60,42,drop_one,drop_one,drop_idx_5,5.0,29,30,0.6262222222222221,0.07750937816615291,0.38133333333333336,0.08864522157816504,0.0606357538976292,0.22278950548863852,0.0,"[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean smoothness'), np.str_('mean concavity'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
breast_cancer,clinical_tabular,gmm,60,60,42,drop_one,drop_one,drop_idx_5,5.0,29,30,0.5862222222222222,0.057235057891574216,0.5288888888888887,0.09937582983580845,0.06019081476719071,0.298667021415013,0.0,"[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean smoothness'), np.str_('mean concavity'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
breast_cancer,clinical_tabular,cvae,60,60,42,drop_one,drop_one,drop_idx_5,5.0,29,30,0.626888888888889,0.07387309772780094,0.5744444444444445,0.12655453126109728,0.09988825815883896,0.38840643090570287,0.06896551724137931,"[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean smoothness'), np.str_('mean concavity'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
diabetes,metabolic_tabular,bootstrap,60,60,42,drop_one,drop_one,drop_idx_5,5.0,7,8,0.6522222222222223,0.07755046146912395,0.354,0.08871121131145533,0.05913560255457469,0.16280034521571443,0.0,"[0, 1, 2, 3, 4, 6, 7]","['preg', 'plas', 'pres', 'skin', 'insu', 'pedi', 'age']"
diabetes,metabolic_tabular,gmm,60,60,42,drop_one,drop_one,drop_idx_5,5.0,7,8,0.8195555555555556,0.10894692331023134,0.8195555555555556,0.10894692331023134,0.05953071842287691,0.23052860417965026,0.0,"[0, 1, 2, 3, 4, 6, 7]","['preg', 'plas', 'pres', 'skin', 'insu', 'pedi', 'age']"
diabetes,metabolic_tabular,cvae,60,60,42,drop_one,drop_one,drop_idx_5,5.0,7,8,0.8997777777777778,0.06806278873126302,0.8997777777777778,0.06806278873126302,0.09574365898665836,0.3416668223430346,0.2857142857142857,"[0, 1, 2, 3, 4, 6, 7]","['preg', 'plas', 'pres', 'skin', 'insu', 'pedi', 'age']"
breast_cancer,clinical_tabular,bootstrap,60,60,42,drop_one,drop_one,drop_idx_6,6.0,29,30,0.6213333333333334,0.06311424092395795,0.3906666666666666,0.08216694838806785,0.061679397559425156,0.22278950548863852,0.0,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean smoothness'), np.str_('mean compactness'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
breast_cancer,clinical_tabular,gmm,60,60,42,drop_one,drop_one,drop_idx_6,6.0,29,30,0.6162222222222222,0.06526716225741552,0.554,0.12186635059526241,0.06362383596940276,0.2873446536061926,0.0,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean smoothness'), np.str_('mean compactness'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
breast_cancer,clinical_tabular,cvae,60,60,42,drop_one,drop_one,drop_idx_6,6.0,29,30,0.5966666666666667,0.07381157191218832,0.5811111111111111,0.09062880473069022,0.10491842336680189,0.40809481618985033,0.06896551724137931,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean smoothness'), np.str_('mean compactness'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
diabetes,metabolic_tabular,bootstrap,60,60,42,drop_one,drop_one,drop_idx_6,6.0,7,8,0.6262222222222222,0.07892987980432967,0.3737777777777778,0.07892987980432967,0.061397870201832835,0.23526486179700193,0.0,"[0, 1, 2, 3, 4, 5, 7]","['preg', 'plas', 'pres', 'skin', 'insu', 'mass', 'age']"
diabetes,metabolic_tabular,gmm,60,60,42,drop_one,drop_one,drop_idx_6,6.0,7,8,0.7711111111111111,0.11441747254983116,0.7711111111111111,0.11441747254983116,0.055326623283233504,0.17586643774679434,0.0,"[0, 1, 2, 3, 4, 5, 7]","['preg', 'plas', 'pres', 'skin', 'insu', 'mass', 'age']"
diabetes,metabolic_tabular,cvae,60,60,42,drop_one,drop_one,drop_idx_6,6.0,7,8,0.8611111111111113,0.08646843426046752,0.8611111111111113,0.08646843426046752,0.0853134841445664,0.28143313106857204,0.14285714285714285,"[0, 1, 2, 3, 4, 5, 7]","['preg', 'plas', 'pres', 'skin', 'insu', 'mass', 'age']"
breast_cancer,clinical_tabular,bootstrap,60,60,42,drop_one,drop_one,drop_idx_7,7.0,29,30,0.6113333333333334,0.06177178228301134,0.3993333333333333,0.07795566958055769,0.06201262990842211,0.22278950548863852,0.0,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean smoothness'), np.str_('mean compactness'), np.str_('mean concavity'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
breast_cancer,clinical_tabular,gmm,60,60,42,drop_one,drop_one,drop_idx_7,7.0,29,30,0.5735555555555556,0.05546169849544819,0.5686666666666668,0.06141098144448849,0.06716743330113019,0.29974079830012135,0.0,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean smoothness'), np.str_('mean compactness'), np.str_('mean concavity'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
breast_cancer,clinical_tabular,cvae,60,60,42,drop_one,drop_one,drop_idx_7,7.0,29,30,0.5982222222222222,0.06716701130322388,0.5866666666666667,0.08153466277950684,0.10517311079943012,0.39645462322892255,0.06896551724137931,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean smoothness'), np.str_('mean compactness'), np.str_('mean concavity'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
diabetes,metabolic_tabular,bootstrap,60,60,42,drop_one,drop_one,drop_idx_7,7.0,7,8,0.6531111111111111,0.09236775665315146,0.3473333333333334,0.09310050324087246,0.07597977686236546,0.23526486179700193,0.0,"[0, 1, 2, 3, 4, 5, 6]","['preg', 'plas', 'pres', 'skin', 'insu', 'mass', 'pedi']"
diabetes,metabolic_tabular,gmm,60,60,42,drop_one,drop_one,drop_idx_7,7.0,7,8,0.8095555555555556,0.08843802321748989,0.8095555555555556,0.08843802321748989,0.061778906803455005,0.15820825158844093,0.14285714285714285,"[0, 1, 2, 3, 4, 5, 6]","['preg', 'plas', 'pres', 'skin', 'insu', 'mass', 'pedi']"
diabetes,metabolic_tabular,cvae,60,60,42,drop_one,drop_one,drop_idx_7,7.0,7,8,0.8517777777777779,0.05469601741432049,0.8517777777777779,0.05469601741432049,0.10287457468723857,0.38164752273759184,0.14285714285714285,"[0, 1, 2, 3, 4, 5, 6]","['preg', 'plas', 'pres', 'skin', 'insu', 'mass', 'pedi']"
breast_cancer,clinical_tabular,bootstrap,60,60,42,drop_one,drop_one,drop_idx_8,8.0,29,30,0.6406666666666666,0.07058170993804116,0.3708888888888889,0.08999561031818837,0.06218611041970868,0.22278950548863852,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean smoothness'), np.str_('mean compactness'), np.str_('mean concavity'), np.str_('mean concave points'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
breast_cancer,clinical_tabular,gmm,60,60,42,drop_one,drop_one,drop_idx_8,8.0,29,30,0.6015555555555555,0.05709035506962019,0.510888888888889,0.11599254978203671,0.060172302857687814,0.28660063824538473,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean smoothness'), np.str_('mean compactness'), np.str_('mean concavity'), np.str_('mean concave points'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
