dataset,category,method,n0,n1,seed,feature_mode,subset_family,subset_label,subset_param,n_features_used,n_features_total,rf_sep_mean,rf_sep_sd,rf_auc_mean,rf_auc_sd,corr_mean_abs_diff,corr_max_abs_diff,prop_significant,kept_feature_idx,kept_feature_names
breast_cancer,clinical_tabular,gmm,60,60,42,drop_one,drop_one,drop_idx_2,2.0,29,30,0.5638333333333333,0.05341426151631541,0.5068333333333334,0.08295229552781123,0.05290008040160084,0.2280818813641421,0.0,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean area'), np.str_('mean smoothness'), np.str_('mean compactness'), np.str_('mean concavity'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
breast_cancer,clinical_tabular,cvae,60,60,42,drop_one,drop_one,drop_idx_2,2.0,29,30,0.5898333333333333,0.06361319744273895,0.5585,0.09324385591912568,0.11343210740914052,0.41357294494289254,0.06896551724137931,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean area'), np.str_('mean smoothness'), np.str_('mean compactness'), np.str_('mean concavity'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
diabetes,metabolic_tabular,bootstrap,60,60,42,drop_one,drop_one,drop_idx_2,2.0,7,8,0.5935666666666667,0.06066153722718731,0.43443333333333334,0.0901973138851638,0.06384545090552689,0.22330575451807932,0.0,"[0, 1, 3, 4, 5, 6, 7]","['preg', 'plas', 'skin', 'insu', 'mass', 'pedi', 'age']"
diabetes,metabolic_tabular,gmm,60,60,42,drop_one,drop_one,drop_idx_2,2.0,7,8,0.6526666666666666,0.10553356496079025,0.64,0.12183777921664711,0.04663424849013041,0.10129269513457473,0.0,"[0, 1, 3, 4, 5, 6, 7]","['preg', 'plas', 'skin', 'insu', 'mass', 'pedi', 'age']"
diabetes,metabolic_tabular,cvae,60,60,42,drop_one,drop_one,drop_idx_2,2.0,7,8,0.6886666666666668,0.09732191713871834,0.6859999999999999,0.10232627554380483,0.08978046982237818,0.3721563377617495,0.2857142857142857,"[0, 1, 3, 4, 5, 6, 7]","['preg', 'plas', 'skin', 'insu', 'mass', 'pedi', 'age']"
breast_cancer,clinical_tabular,bootstrap,60,60,42,drop_one,drop_one,drop_idx_3,3.0,29,30,0.5924666666666666,0.0636839379327102,0.43620000000000003,0.09238662454631476,0.0608776013525248,0.22278950548863852,0.0,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean smoothness'), np.str_('mean compactness'), np.str_('mean concavity'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
breast_cancer,clinical_tabular,gmm,60,60,42,drop_one,drop_one,drop_idx_3,3.0,29,30,0.5716666666666667,0.05444160990353692,0.5073333333333333,0.0897007370216222,0.0549601040402259,0.2151162398320113,0.10344827586206896,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean smoothness'), np.str_('mean compactness'), np.str_('mean concavity'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
breast_cancer,clinical_tabular,cvae,60,60,42,drop_one,drop_one,drop_idx_3,3.0,29,30,0.5915,0.06649958228774408,0.5528333333333333,0.10001541547848179,0.10895039378469391,0.422941065794848,0.06896551724137931,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean smoothness'), np.str_('mean compactness'), np.str_('mean concavity'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
diabetes,metabolic_tabular,bootstrap,60,60,42,drop_one,drop_one,drop_idx_3,3.0,7,8,0.5892777777777778,0.060414795628754694,0.43478888888888884,0.08583693915475313,0.07302090486379918,0.23526486179700193,0.0,"[0, 1, 2, 4, 5, 6, 7]","['preg', 'plas', 'pres', 'insu', 'mass', 'pedi', 'age']"
diabetes,metabolic_tabular,gmm,60,60,42,drop_one,drop_one,drop_idx_3,3.0,7,8,0.639,0.09232250237317252,0.62,0.11595018087284058,0.05542856361202636,0.16356090153397507,0.0,"[0, 1, 2, 4, 5, 6, 7]","['preg', 'plas', 'pres', 'insu', 'mass', 'pedi', 'age']"
diabetes,metabolic_tabular,cvae,60,60,42,drop_one,drop_one,drop_idx_3,3.0,7,8,0.6805000000000001,0.10329448194361596,0.6758333333333333,0.11105241505203249,0.10788289031389736,0.4380104415763949,0.2857142857142857,"[0, 1, 2, 4, 5, 6, 7]","['preg', 'plas', 'pres', 'insu', 'mass', 'pedi', 'age']"
breast_cancer,clinical_tabular,bootstrap,60,60,42,drop_one,drop_one,drop_idx_4,4.0,29,30,0.5955333333333332,0.06407402740310866,0.43577777777777776,0.09543377252457122,0.06050774831265407,0.22278950548863852,0.0,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean compactness'), np.str_('mean concavity'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
breast_cancer,clinical_tabular,gmm,60,60,42,drop_one,drop_one,drop_idx_4,4.0,29,30,0.5761666666666666,0.052954645163993355,0.5155000000000001,0.09146204434384549,0.0606730091098995,0.29427954697227876,0.034482758620689655,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean compactness'), np.str_('mean concavity'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
breast_cancer,clinical_tabular,cvae,60,60,42,drop_one,drop_one,drop_idx_4,4.0,29,30,0.5858333333333333,0.06248888790105896,0.5465000000000001,0.09544617447662439,0.10925606449659647,0.3949414438552884,0.06896551724137931,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean compactness'), np.str_('mean concavity'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
diabetes,metabolic_tabular,bootstrap,60,60,42,drop_one,drop_one,drop_idx_4,4.0,7,8,0.5949666666666666,0.06302085780532124,0.4293666666666667,0.08944958646365292,0.07780002732066964,0.23526486179700193,0.0,"[0, 1, 2, 3, 5, 6, 7]","['preg', 'plas', 'pres', 'skin', 'mass', 'pedi', 'age']"
diabetes,metabolic_tabular,gmm,60,60,42,drop_one,drop_one,drop_idx_4,4.0,7,8,0.5858333333333333,0.06177355601082249,0.5545,0.09062606321215402,0.0543845867137566,0.2225389713570914,0.14285714285714285,"[0, 1, 2, 3, 5, 6, 7]","['preg', 'plas', 'pres', 'skin', 'mass', 'pedi', 'age']"
diabetes,metabolic_tabular,cvae,60,60,42,drop_one,drop_one,drop_idx_4,4.0,7,8,0.6301666666666667,0.08683301343511132,0.6231666666666666,0.09650546904479332,0.08754087412803432,0.2900788293512866,0.14285714285714285,"[0, 1, 2, 3, 5, 6, 7]","['preg', 'plas', 'pres', 'skin', 'mass', 'pedi', 'age']"
breast_cancer,clinical_tabular,bootstrap,60,60,42,drop_one,drop_one,drop_idx_5,5.0,29,30,0.5940777777777777,0.06406681600938388,0.4336777777777778,0.09250161093025006,0.0606357538976292,0.22278950548863852,0.0,"[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean smoothness'), np.str_('mean concavity'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
breast_cancer,clinical_tabular,gmm,60,60,42,drop_one,drop_one,drop_idx_5,5.0,29,30,0.5751666666666666,0.05487333900295602,0.5118333333333334,0.0923097141872584,0.06019081476719071,0.298667021415013,0.0,"[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean smoothness'), np.str_('mean concavity'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
breast_cancer,clinical_tabular,cvae,60,60,42,drop_one,drop_one,drop_idx_5,5.0,29,30,0.5753333333333334,0.05688585061331158,0.5413333333333333,0.08486852577172922,0.09988825815883896,0.38840643090570287,0.06896551724137931,"[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean smoothness'), np.str_('mean concavity'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
diabetes,metabolic_tabular,bootstrap,60,60,42,drop_one,drop_one,drop_idx_5,5.0,7,8,0.5905111111111111,0.06548987670332937,0.43308888888888886,0.0894655710039439,0.05913560255457469,0.16280034521571443,0.0,"[0, 1, 2, 3, 4, 6, 7]","['preg', 'plas', 'pres', 'skin', 'insu', 'pedi', 'age']"
diabetes,metabolic_tabular,gmm,60,60,42,drop_one,drop_one,drop_idx_5,5.0,7,8,0.6565000000000001,0.10420052782975718,0.6405,0.12493898510873219,0.05953071842287691,0.23052860417965026,0.0,"[0, 1, 2, 3, 4, 6, 7]","['preg', 'plas', 'pres', 'skin', 'insu', 'pedi', 'age']"
diabetes,metabolic_tabular,cvae,60,60,42,drop_one,drop_one,drop_idx_5,5.0,7,8,0.7084999999999999,0.09752478317501317,0.7071666666666667,0.10032599640948281,0.09574365898665836,0.3416668223430346,0.2857142857142857,"[0, 1, 2, 3, 4, 6, 7]","['preg', 'plas', 'pres', 'skin', 'insu', 'pedi', 'age']"
breast_cancer,clinical_tabular,bootstrap,60,60,42,drop_one,drop_one,drop_idx_6,6.0,29,30,0.5928,0.06431221683761104,0.43513333333333337,0.09241329336260805,0.061679397559425156,0.22278950548863852,0.0,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean smoothness'), np.str_('mean compactness'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
breast_cancer,clinical_tabular,gmm,60,60,42,drop_one,drop_one,drop_idx_6,6.0,29,30,0.5811666666666666,0.057210867266047745,0.5181666666666667,0.0976272673659021,0.06362383596940276,0.2873446536061926,0.0,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean smoothness'), np.str_('mean compactness'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
breast_cancer,clinical_tabular,cvae,60,60,42,drop_one,drop_one,drop_idx_6,6.0,29,30,0.583,0.06315677143250578,0.5546666666666666,0.08882191921667386,0.10491842336680189,0.40809481618985033,0.06896551724137931,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean smoothness'), np.str_('mean compactness'), np.str_('mean concave points'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
diabetes,metabolic_tabular,bootstrap,60,60,42,drop_one,drop_one,drop_idx_6,6.0,7,8,0.5891888888888889,0.0610094821612202,0.4376333333333334,0.08824519082479058,0.061397870201832835,0.23526486179700193,0.0,"[0, 1, 2, 3, 4, 5, 7]","['preg', 'plas', 'pres', 'skin', 'insu', 'mass', 'age']"
diabetes,metabolic_tabular,gmm,60,60,42,drop_one,drop_one,drop_idx_6,6.0,7,8,0.6495000000000001,0.10338587373954379,0.6335000000000001,0.1233557412076507,0.055326623283233504,0.17586643774679434,0.0,"[0, 1, 2, 3, 4, 5, 7]","['preg', 'plas', 'pres', 'skin', 'insu', 'mass', 'age']"
diabetes,metabolic_tabular,cvae,60,60,42,drop_one,drop_one,drop_idx_6,6.0,7,8,0.7106666666666667,0.10114675806305742,0.7056666666666667,0.1109609540934708,0.0853134841445664,0.28143313106857204,0.14285714285714285,"[0, 1, 2, 3, 4, 5, 7]","['preg', 'plas', 'pres', 'skin', 'insu', 'mass', 'age']"
breast_cancer,clinical_tabular,bootstrap,60,60,42,drop_one,drop_one,drop_idx_7,7.0,29,30,0.5947222222222223,0.06383483220365771,0.43310000000000004,0.0925828017786521,0.06201262990842211,0.22278950548863852,0.0,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean smoothness'), np.str_('mean compactness'), np.str_('mean concavity'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
breast_cancer,clinical_tabular,gmm,60,60,42,drop_one,drop_one,drop_idx_7,7.0,29,30,0.5666666666666667,0.052599112793531674,0.49766666666666665,0.08488619832850726,0.06716743330113019,0.29974079830012135,0.0,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean smoothness'), np.str_('mean compactness'), np.str_('mean concavity'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
breast_cancer,clinical_tabular,cvae,60,60,42,drop_one,drop_one,drop_idx_7,7.0,29,30,0.5778333333333333,0.05766546241517151,0.5485,0.08385155534236284,0.10517311079943012,0.39645462322892255,0.06896551724137931,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean smoothness'), np.str_('mean compactness'), np.str_('mean concavity'), np.str_('mean symmetry'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
diabetes,metabolic_tabular,bootstrap,60,60,42,drop_one,drop_one,drop_idx_7,7.0,7,8,0.5921555555555555,0.062178520367259696,0.4311555555555555,0.0872883570927453,0.07597977686236546,0.23526486179700193,0.0,"[0, 1, 2, 3, 4, 5, 6]","['preg', 'plas', 'pres', 'skin', 'insu', 'mass', 'pedi']"
diabetes,metabolic_tabular,gmm,60,60,42,drop_one,drop_one,drop_idx_7,7.0,7,8,0.6471666666666667,0.09895439465845983,0.6308333333333334,0.11971899969883182,0.061778906803455005,0.15820825158844093,0.14285714285714285,"[0, 1, 2, 3, 4, 5, 6]","['preg', 'plas', 'pres', 'skin', 'insu', 'mass', 'pedi']"
diabetes,metabolic_tabular,cvae,60,60,42,drop_one,drop_one,drop_idx_7,7.0,7,8,0.693,0.10411478708084115,0.6919999999999998,0.1059475761350343,0.10287457468723857,0.38164752273759184,0.14285714285714285,"[0, 1, 2, 3, 4, 5, 6]","['preg', 'plas', 'pres', 'skin', 'insu', 'mass', 'pedi']"
breast_cancer,clinical_tabular,bootstrap,60,60,42,drop_one,drop_one,drop_idx_8,8.0,29,30,0.591488888888889,0.0681911293604732,0.43157777777777784,0.091316189253347,0.06218611041970868,0.22278950548863852,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean smoothness'), np.str_('mean compactness'), np.str_('mean concavity'), np.str_('mean concave points'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
breast_cancer,clinical_tabular,gmm,60,60,42,drop_one,drop_one,drop_idx_8,8.0,29,30,0.5778333333333333,0.05984029671643609,0.5178333333333334,0.09654460684632318,0.060172302857687814,0.28660063824538473,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[np.str_('mean radius'), np.str_('mean texture'), np.str_('mean perimeter'), np.str_('mean area'), np.str_('mean smoothness'), np.str_('mean compactness'), np.str_('mean concavity'), np.str_('mean concave points'), np.str_('mean fractal dimension'), np.str_('radius error'), np.str_('texture error'), np.str_('perimeter error'), np.str_('area error'), np.str_('smoothness error'), np.str_('compactness error'), np.str_('concavity error'), np.str_('concave points error'), np.str_('symmetry error'), np.str_('fractal dimension error'), np.str_('worst radius'), np.str_('worst texture'), np.str_('worst perimeter'), np.str_('worst area'), np.str_('worst smoothness'), np.str_('worst compactness'), np.str_('worst concavity'), np.str_('worst concave points'), np.str_('worst symmetry'), np.str_('worst fractal dimension')]"
