Dataset,Method,Dropped Feature,TSTR F1 ↑,TRTR F1 (base),Util Gap ↓,KLD Mean ↓,Corr Diff ↓,Prop Sig ↓,RF Sep (mean ± SD),Disc F1 (mean ± SD)
HIV,cvae,drop_idx_3,0.9642857142857144,0.9442113442113442,-0.02007437007437,6.102066462655268,0.139138423342379,0.2741935483870967,0.833 ± 0.052,0.770 ± 0.048
breast_cancer,cvae,drop_idx_3,0.9553264604810996,0.9684124103361852,0.0130859498550855,0.8274022796646159,0.0911813450669036,0.0344827586206896,0.601 ± 0.067,0.539 ± 0.088
diabetes,cvae,drop_idx_3,0.6568627450980392,0.6083570675355015,-0.0485056775625377,0.8266281735247445,0.0811997046577288,0.1428571428571428,0.754 ± 0.072,0.673 ± 0.083
HIV,bootstrap,drop_idx_30,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.913370522912296,0.1399600812258706,0.0,0.658 ± 0.068,0.442 ± 0.074
HIV,gmm,drop_idx_30,1.0,0.9442113442113442,-0.0557886557886557,3.5471487648509745,0.1268643268468384,0.1129032258064516,0.831 ± 0.079,0.749 ± 0.085
HIV,cvae,drop_idx_30,0.8260869565217391,0.9442113442113442,0.118124387689605,6.591274336010154,0.1257057962662447,0.1774193548387097,0.822 ± 0.083,0.758 ± 0.071
HIV,bootstrap,drop_idx_31,0.9818181818181818,0.9442113442113442,-0.0376068376068375,1.936924406179,0.1405207344667752,0.0,0.658 ± 0.068,0.444 ± 0.076
HIV,gmm,drop_idx_31,1.0,0.9442113442113442,-0.0557886557886557,3.655833637642762,0.1289745567187723,0.1129032258064516,0.818 ± 0.073,0.759 ± 0.070
HIV,cvae,drop_idx_31,0.9642857142857144,0.9442113442113442,-0.02007437007437,6.491457322424364,0.1585604357840292,0.2580645161290322,0.826 ± 0.077,0.778 ± 0.082
HIV,bootstrap,drop_idx_32,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.943332192886916,0.1403957016654111,0.0,0.660 ± 0.073,0.449 ± 0.076
HIV,gmm,drop_idx_32,1.0,0.9442113442113442,-0.0557886557886557,4.0704861823534735,0.1202058216271949,0.0967741935483871,0.836 ± 0.160,0.780 ± 0.146
HIV,cvae,drop_idx_32,0.9642857142857144,0.9442113442113442,-0.02007437007437,6.698404360479175,0.1656002464840316,0.2419354838709677,0.840 ± 0.056,0.772 ± 0.062
HIV,bootstrap,drop_idx_33,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9064710683088515,0.1400150448168363,0.0,0.658 ± 0.076,0.439 ± 0.084
HIV,gmm,drop_idx_33,1.0,0.9442113442113442,-0.0557886557886557,3.935980381188232,0.1216551634587004,0.1129032258064516,0.818 ± 0.123,0.765 ± 0.124
HIV,cvae,drop_idx_33,0.9642857142857144,0.9442113442113442,-0.02007437007437,6.824475983610315,0.16554669312352,0.2903225806451613,0.845 ± 0.064,0.778 ± 0.067
HIV,bootstrap,drop_idx_34,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9067214855021128,0.1397010317320565,0.0,0.664 ± 0.073,0.438 ± 0.085
HIV,gmm,drop_idx_34,1.0,0.9442113442113442,-0.0557886557886557,4.205100681237073,0.1192938660251433,0.1290322580645161,0.816 ± 0.108,0.739 ± 0.124
HIV,cvae,drop_idx_34,0.9642857142857144,0.9442113442113442,-0.02007437007437,6.34676293094313,0.1579206628986547,0.2903225806451613,0.820 ± 0.084,0.748 ± 0.068
HIV,bootstrap,drop_idx_35,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9143756379826165,0.1390353437734318,0.0,0.669 ± 0.078,0.434 ± 0.077
HIV,gmm,drop_idx_35,1.0,0.9442113442113442,-0.0557886557886557,4.015885707942815,0.121187306636399,0.1290322580645161,0.842 ± 0.091,0.785 ± 0.096
HIV,cvae,drop_idx_35,0.9642857142857144,0.9442113442113442,-0.02007437007437,6.47921799775112,0.1574899480492985,0.2258064516129032,0.820 ± 0.063,0.741 ± 0.075
HIV,bootstrap,drop_idx_36,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9144410560823848,0.1409195906519741,0.0,0.672 ± 0.075,0.426 ± 0.081
HIV,gmm,drop_idx_36,1.0,0.9442113442113442,-0.0557886557886557,3.74513598637731,0.1196872030470172,0.0967741935483871,0.794 ± 0.126,0.734 ± 0.103
HIV,cvae,drop_idx_36,0.9454545454545454,0.9442113442113442,-0.0012432012432012,6.503869987395323,0.1657808410030472,0.2419354838709677,0.812 ± 0.084,0.738 ± 0.087
HIV,bootstrap,drop_idx_37,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.901981599309652,0.1415268670553774,0.0,0.671 ± 0.076,0.435 ± 0.080
HIV,gmm,drop_idx_37,1.0,0.9442113442113442,-0.0557886557886557,3.5059769362821607,0.1307980851962046,0.1129032258064516,0.834 ± 0.098,0.748 ± 0.119
HIV,cvae,drop_idx_37,0.9642857142857144,0.9442113442113442,-0.02007437007437,6.904328954325944,0.1664223570083096,0.2580645161290322,0.802 ± 0.075,0.725 ± 0.081
HIV,bootstrap,drop_idx_38,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9201009873277648,0.1407440303345261,0.0,0.672 ± 0.075,0.429 ± 0.076
HIV,gmm,drop_idx_38,1.0,0.9442113442113442,-0.0557886557886557,4.151225819264335,0.1252346026069291,0.1129032258064516,0.762 ± 0.128,0.700 ± 0.088
HIV,cvae,drop_idx_38,0.9642857142857144,0.9442113442113442,-0.02007437007437,6.609711902350147,0.1584098126560852,0.2419354838709677,0.740 ± 0.081,0.715 ± 0.074
HIV,bootstrap,drop_idx_39,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.8944983308978045,0.1408660931257691,0.0,0.677 ± 0.074,0.435 ± 0.073
HIV,gmm,drop_idx_39,0.9818181818181818,0.9442113442113442,-0.0376068376068375,3.571882569086214,0.1296816949856703,0.1129032258064516,0.814 ± 0.121,0.735 ± 0.128
HIV,cvae,drop_idx_39,0.9473684210526316,0.9442113442113442,-0.0031570768412872,6.593427667395635,0.1588540159872427,0.2580645161290322,0.782 ± 0.079,0.732 ± 0.094
HIV,bootstrap,drop_idx_4,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9094937718626188,0.1403807453367913,0.0,0.667 ± 0.057,0.441 ± 0.093
breast_cancer,bootstrap,drop_idx_4,0.993006993006993,0.9684124103361852,-0.0245945826708077,0.4739683863871959,0.0445182227529187,0.0,0.582 ± 0.050,0.425 ± 0.111
diabetes,bootstrap,drop_idx_4,0.8442211055276382,0.6439709739464942,-0.200250131581144,0.0603756936064493,0.0274519870044133,0.1428571428571428,0.605 ± 0.071,0.493 ± 0.095
HIV,gmm,drop_idx_4,1.0,0.9442113442113442,-0.0557886557886557,3.644870560943648,0.1097487641864604,0.0161290322580645,0.806 ± 0.128,0.713 ± 0.113
breast_cancer,gmm,drop_idx_4,0.9681978798586572,0.9684124103361852,0.000214530477528,0.6266272141651106,0.1078425419298408,0.0,0.861 ± 0.068,0.759 ± 0.102
diabetes,gmm,drop_idx_4,0.6136363636363636,0.6439709739464942,0.0303346103101305,0.5946302027407017,0.0365016322970924,0.0,0.663 ± 0.081,0.613 ± 0.081
HIV,cvae,drop_idx_4,0.925925925925926,0.9442113442113442,0.0182854182854182,6.238539103642063,0.1281530850476551,0.2096774193548387,0.807 ± 0.057,0.733 ± 0.043
breast_cancer,cvae,drop_idx_4,0.9527027027027029,0.9684124103361852,0.0157097076334825,0.8529212493301648,0.0932449691971297,0.0,0.570 ± 0.048,0.525 ± 0.085
diabetes,cvae,drop_idx_4,0.6666666666666666,0.6439709739464942,-0.0226956927201724,0.8742548676679975,0.0991156947064442,0.0,0.702 ± 0.100,0.627 ± 0.123
HIV,bootstrap,drop_idx_40,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.8809143500161831,0.1419605327294265,0.0,0.675 ± 0.060,0.429 ± 0.076
HIV,gmm,drop_idx_40,1.0,0.9442113442113442,-0.0557886557886557,4.303951320762195,0.1206600712261469,0.1129032258064516,0.865 ± 0.116,0.792 ± 0.117
HIV,cvae,drop_idx_40,0.9473684210526316,0.9442113442113442,-0.0031570768412872,6.451065798391707,0.1636066856147963,0.2741935483870967,0.802 ± 0.077,0.740 ± 0.085
HIV,bootstrap,drop_idx_41,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9207125287088973,0.1400768252899146,0.0,0.672 ± 0.055,0.427 ± 0.075
HIV,gmm,drop_idx_41,1.0,0.9442113442113442,-0.0557886557886557,3.529209192359437,0.1238514758148791,0.1129032258064516,0.816 ± 0.107,0.738 ± 0.108
HIV,cvae,drop_idx_41,0.9642857142857144,0.9442113442113442,-0.02007437007437,6.433246336656409,0.1665835921326388,0.2258064516129032,0.803 ± 0.096,0.725 ± 0.092
HIV,bootstrap,drop_idx_42,0.9629629629629628,0.9664335664335664,0.0034706034706034,1.8954973584679995,0.1411065689154683,0.0,0.674 ± 0.053,0.427 ± 0.075
HIV,gmm,drop_idx_42,1.0,0.9664335664335664,-0.0335664335664336,3.564813845562876,0.1283809571261982,0.0967741935483871,0.853 ± 0.054,0.759 ± 0.072
HIV,cvae,drop_idx_42,0.9642857142857144,0.9664335664335664,0.002147852147852,6.392197782847778,0.1679654540190535,0.1935483870967742,0.812 ± 0.093,0.756 ± 0.096
HIV,bootstrap,drop_idx_43,0.9629629629629628,0.9664335664335664,0.0034706034706034,1.9192654700666705,0.1392160595150117,0.0,0.679 ± 0.047,0.427 ± 0.080
HIV,gmm,drop_idx_43,1.0,0.9664335664335664,-0.0335664335664336,3.600373131237269,0.1250781853264228,0.0967741935483871,0.787 ± 0.098,0.711 ± 0.093
HIV,cvae,drop_idx_43,0.9642857142857144,0.9664335664335664,0.002147852147852,6.521143987180345,0.1699192319468101,0.1774193548387097,0.783 ± 0.091,0.736 ± 0.097
HIV,bootstrap,drop_idx_44,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.894937795768658,0.1410362088679079,0.0,0.678 ± 0.055,0.424 ± 0.077
HIV,gmm,drop_idx_44,1.0,0.9442113442113442,-0.0557886557886557,3.8726660804487336,0.1313069523938018,0.0967741935483871,0.819 ± 0.119,0.745 ± 0.134
HIV,cvae,drop_idx_44,0.9642857142857144,0.9442113442113442,-0.02007437007437,6.261061926447953,0.1546861439942967,0.1290322580645161,0.790 ± 0.096,0.699 ± 0.108
HIV,bootstrap,drop_idx_45,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9355120379732509,0.1383792355786209,0.0,0.678 ± 0.048,0.428 ± 0.082
HIV,gmm,drop_idx_45,1.0,0.9442113442113442,-0.0557886557886557,3.630874015549308,0.1236134325334448,0.0967741935483871,0.855 ± 0.100,0.810 ± 0.103
HIV,cvae,drop_idx_45,0.9642857142857144,0.9442113442113442,-0.02007437007437,6.253366033857355,0.159753895173875,0.1612903225806451,0.802 ± 0.081,0.721 ± 0.082
HIV,bootstrap,drop_idx_46,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9339642488267723,0.1423761812512346,0.0,0.679 ± 0.047,0.428 ± 0.076
HIV,gmm,drop_idx_46,1.0,0.9442113442113442,-0.0557886557886557,4.265816748020275,0.1319249883236724,0.1129032258064516,0.830 ± 0.090,0.758 ± 0.080
HIV,cvae,drop_idx_46,0.9642857142857144,0.9442113442113442,-0.02007437007437,6.447321062933443,0.1598105002100129,0.1451612903225806,0.805 ± 0.090,0.718 ± 0.064
HIV,bootstrap,drop_idx_47,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.93564641674566,0.1415453879458114,0.0,0.677 ± 0.056,0.426 ± 0.078
HIV,gmm,drop_idx_47,1.0,0.9442113442113442,-0.0557886557886557,3.3393121842057893,0.1232570107831943,0.1290322580645161,0.813 ± 0.111,0.741 ± 0.119
HIV,cvae,drop_idx_47,0.9642857142857144,0.9442113442113442,-0.02007437007437,6.12506260497864,0.1589703692903635,0.1290322580645161,0.811 ± 0.080,0.728 ± 0.085
HIV,bootstrap,drop_idx_48,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9188356599599148,0.1404028838160665,0.0,0.676 ± 0.056,0.426 ± 0.078
HIV,gmm,drop_idx_48,1.0,0.9442113442113442,-0.0557886557886557,3.6987583659313232,0.1245887009053663,0.1129032258064516,0.827 ± 0.108,0.746 ± 0.093
HIV,cvae,drop_idx_48,0.9454545454545454,0.9442113442113442,-0.0012432012432012,6.643610417634043,0.1553805234569619,0.1612903225806451,0.822 ± 0.056,0.741 ± 0.055
HIV,bootstrap,drop_idx_49,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9214748775664472,0.1402169762819731,0.0,0.677 ± 0.064,0.426 ± 0.078
HIV,gmm,drop_idx_49,1.0,0.9442113442113442,-0.0557886557886557,3.546322319315896,0.1247766089991401,0.1129032258064516,0.812 ± 0.094,0.766 ± 0.090
HIV,cvae,drop_idx_49,0.9454545454545454,0.9442113442113442,-0.0012432012432012,6.504313986885061,0.1595095848559975,0.1451612903225806,0.779 ± 0.055,0.715 ± 0.056
HIV,bootstrap,drop_idx_5,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.8717363566045688,0.1428271711521344,0.0,0.665 ± 0.055,0.440 ± 0.091
breast_cancer,bootstrap,drop_idx_5,0.993006993006993,0.9684124103361852,-0.0245945826708077,0.4747207027700156,0.0450248386169143,0.0,0.603 ± 0.057,0.386 ± 0.127
diabetes,bootstrap,drop_idx_5,0.841025641025641,0.6193511650006261,-0.2216744760250149,0.0846978138698179,0.0278478358731657,0.1428571428571428,0.569 ± 0.066,0.500 ± 0.086
HIV,gmm,drop_idx_5,1.0,0.9442113442113442,-0.0557886557886557,3.561324726313545,0.1070390605690602,0.0806451612903225,0.786 ± 0.094,0.702 ± 0.062
breast_cancer,gmm,drop_idx_5,0.971830985915493,0.9684124103361852,-0.0034185755793076,0.5616188096376491,0.1115451505539021,0.0,0.832 ± 0.093,0.762 ± 0.095
diabetes,gmm,drop_idx_5,0.6232558139534884,0.6193511650006261,-0.0039046489528622,0.4795956899773089,0.0511184970495641,0.0,0.760 ± 0.060,0.681 ± 0.073
HIV,cvae,drop_idx_5,0.9629629629629628,0.9442113442113442,-0.0187516187516186,6.424370320814947,0.1342065079390685,0.2419354838709677,0.824 ± 0.073,0.737 ± 0.054
breast_cancer,cvae,drop_idx_5,0.962457337883959,0.9684124103361852,0.0059550724522262,0.8213833477061748,0.0977230397920956,0.0,0.575 ± 0.075,0.502 ± 0.126
diabetes,cvae,drop_idx_5,0.6869565217391305,0.6193511650006261,-0.0676053567385043,0.9079250751742646,0.0866445650881412,0.1428571428571428,0.687 ± 0.093,0.591 ± 0.158
HIV,bootstrap,drop_idx_50,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9223875005057949,0.140668140519699,0.0,0.676 ± 0.068,0.427 ± 0.078
HIV,gmm,drop_idx_50,1.0,0.9442113442113442,-0.0557886557886557,3.725161021001082,0.1234913975277155,0.0967741935483871,0.807 ± 0.095,0.703 ± 0.163
HIV,cvae,drop_idx_50,0.9454545454545454,0.9442113442113442,-0.0012432012432012,6.321753196905349,0.1583171941606211,0.1451612903225806,0.783 ± 0.075,0.693 ± 0.090
HIV,bootstrap,drop_idx_51,0.9818181818181818,0.9664335664335664,-0.0153846153846154,1.9139825164669515,0.1404938583195108,0.0,0.679 ± 0.075,0.427 ± 0.078
HIV,gmm,drop_idx_51,1.0,0.9664335664335664,-0.0335664335664336,3.5767228433090947,0.1272342118939169,0.064516129032258,0.870 ± 0.081,0.799 ± 0.096
HIV,cvae,drop_idx_51,0.9642857142857144,0.9664335664335664,0.002147852147852,6.190540777876177,0.1600919887041191,0.1451612903225806,0.794 ± 0.057,0.728 ± 0.060
HIV,bootstrap,drop_idx_52,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.901500849927356,0.1399760500786808,0.0,0.684 ± 0.075,0.421 ± 0.086
HIV,gmm,drop_idx_52,1.0,0.9442113442113442,-0.0557886557886557,3.5551603785442745,0.1228988769438683,0.1129032258064516,0.826 ± 0.087,0.738 ± 0.116
HIV,cvae,drop_idx_52,0.9642857142857144,0.9442113442113442,-0.02007437007437,6.47888029481114,0.1648498034613813,0.1612903225806451,0.815 ± 0.085,0.732 ± 0.082
HIV,bootstrap,drop_idx_53,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9171856729999184,0.1402172512253072,0.0,0.685 ± 0.068,0.422 ± 0.096
HIV,gmm,drop_idx_53,1.0,0.9442113442113442,-0.0557886557886557,3.837197530544878,0.1258900879857947,0.1290322580645161,0.849 ± 0.085,0.773 ± 0.102
HIV,cvae,drop_idx_53,0.9454545454545454,0.9442113442113442,-0.0012432012432012,6.278429590706618,0.1607167882160358,0.1612903225806451,0.820 ± 0.074,0.744 ± 0.093
HIV,bootstrap,drop_idx_54,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.887127375026523,0.1408005985034092,0.0,0.678 ± 0.078,0.425 ± 0.079
HIV,gmm,drop_idx_54,1.0,0.9442113442113442,-0.0557886557886557,3.652541582634605,0.1357639755683724,0.1129032258064516,0.828 ± 0.102,0.762 ± 0.105
HIV,cvae,drop_idx_54,0.9642857142857144,0.9442113442113442,-0.02007437007437,6.61619314242645,0.1635816637969761,0.1451612903225806,0.800 ± 0.072,0.751 ± 0.073
HIV,bootstrap,drop_idx_55,0.9818181818181818,0.9664335664335664,-0.0153846153846154,1.878693464843248,0.1420007353932789,0.0,0.669 ± 0.082,0.423 ± 0.080
HIV,gmm,drop_idx_55,1.0,0.9664335664335664,-0.0335664335664336,3.7337096810070793,0.1250238079259231,0.1290322580645161,0.830 ± 0.069,0.744 ± 0.082
HIV,cvae,drop_idx_55,0.9473684210526316,0.9664335664335664,0.0190651453809348,6.240146733864545,0.1661354984124426,0.1774193548387097,0.822 ± 0.053,0.775 ± 0.049
HIV,bootstrap,drop_idx_56,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9043082472510175,0.1387765017317005,0.0,0.664 ± 0.085,0.424 ± 0.085
HIV,gmm,drop_idx_56,1.0,0.9442113442113442,-0.0557886557886557,4.047527386405536,0.129187626864412,0.1129032258064516,0.878 ± 0.082,0.783 ± 0.119
HIV,cvae,drop_idx_56,0.9454545454545454,0.9442113442113442,-0.0012432012432012,6.274698936475283,0.1604235094124225,0.1612903225806451,0.822 ± 0.091,0.754 ± 0.087
HIV,bootstrap,drop_idx_57,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.950998307111851,0.1396594544095332,0.0,0.672 ± 0.064,0.421 ± 0.078
HIV,gmm,drop_idx_57,1.0,0.9442113442113442,-0.0557886557886557,4.0085660971965495,0.1251687344937911,0.0967741935483871,0.898 ± 0.103,0.824 ± 0.106
HIV,cvae,drop_idx_57,0.925925925925926,0.9442113442113442,0.0182854182854182,6.316208941845706,0.162711500246136,0.1129032258064516,0.790 ± 0.090,0.713 ± 0.078
HIV,bootstrap,drop_idx_58,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.944385160926732,0.1414518722526343,0.0,0.665 ± 0.054,0.432 ± 0.083
HIV,gmm,drop_idx_58,0.9818181818181818,0.9442113442113442,-0.0376068376068375,4.226007988143979,0.0987344621436442,0.0161290322580645,0.864 ± 0.078,0.763 ± 0.106
HIV,cvae,drop_idx_58,0.9629629629629628,0.9442113442113442,-0.0187516187516186,6.243935841318296,0.1594256454869435,0.0967741935483871,0.801 ± 0.067,0.730 ± 0.082
HIV,bootstrap,drop_idx_59,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.917497900206977,0.1406148281184933,0.0,0.666 ± 0.052,0.438 ± 0.080
HIV,gmm,drop_idx_59,1.0,0.9442113442113442,-0.0557886557886557,3.700734345480504,0.1292830559176647,0.1129032258064516,0.838 ± 0.100,0.766 ± 0.122
HIV,cvae,drop_idx_59,0.9454545454545454,0.9442113442113442,-0.0012432012432012,6.509811555730302,0.1586375952649459,0.0967741935483871,0.781 ± 0.080,0.747 ± 0.081
HIV,bootstrap,drop_idx_6,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.906071448658672,0.141977063352514,0.0,0.656 ± 0.055,0.439 ± 0.093
breast_cancer,bootstrap,drop_idx_6,0.993006993006993,0.9684124103361852,-0.0245945826708077,0.4722012171313942,0.0451326935492065,0.0,0.595 ± 0.082,0.419 ± 0.108
diabetes,bootstrap,drop_idx_6,0.8390243902439024,0.6395839008431181,-0.1994404894007843,0.0649127364420755,0.0331522406862097,0.0,0.567 ± 0.060,0.501 ± 0.068
HIV,gmm,drop_idx_6,1.0,0.9442113442113442,-0.0557886557886557,4.011419718162851,0.1123348611004606,0.1451612903225806,0.817 ± 0.112,0.777 ± 0.104
breast_cancer,gmm,drop_idx_6,0.9647887323943662,0.9684124103361852,0.003623677941819,0.6073694080625676,0.1204193560366414,0.0,0.806 ± 0.098,0.740 ± 0.095
diabetes,gmm,drop_idx_6,0.625,0.6395839008431181,0.0145839008431181,0.6161746863794821,0.0596956712525132,0.0,0.739 ± 0.075,0.670 ± 0.074
HIV,cvae,drop_idx_6,0.9818181818181818,0.9442113442113442,-0.0376068376068375,5.989485647941695,0.1347047124500974,0.1612903225806451,0.821 ± 0.070,0.732 ± 0.056
breast_cancer,cvae,drop_idx_6,0.9583333333333334,0.9684124103361852,0.0100790770028519,0.7867193705039146,0.0870228804543758,0.0,0.579 ± 0.057,0.448 ± 0.188
diabetes,cvae,drop_idx_6,0.6666666666666666,0.6395839008431181,-0.0270827658235485,0.8934814490829595,0.0944644987942552,0.0,0.712 ± 0.129,0.646 ± 0.129
HIV,bootstrap,drop_idx_60,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9290821820134216,0.1401199067027401,0.0,0.665 ± 0.052,0.442 ± 0.085
HIV,gmm,drop_idx_60,1.0,0.9442113442113442,-0.0557886557886557,3.489962500307508,0.1314886126205535,0.0967741935483871,0.854 ± 0.088,0.781 ± 0.068
HIV,cvae,drop_idx_60,0.9454545454545454,0.9442113442113442,-0.0012432012432012,6.380842148626192,0.1539136728518012,0.1129032258064516,0.766 ± 0.078,0.712 ± 0.078
HIV,bootstrap,drop_idx_61,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9356497025154769,0.1404532663875985,0.0,0.668 ± 0.055,0.438 ± 0.082
HIV,gmm,drop_idx_61,1.0,0.9442113442113442,-0.0557886557886557,3.3540144466410458,0.1327532456059851,0.064516129032258,0.816 ± 0.092,0.740 ± 0.110
HIV,cvae,drop_idx_61,0.9642857142857144,0.9442113442113442,-0.02007437007437,6.1847750000305615,0.1574764581214784,0.1290322580645161,0.786 ± 0.109,0.735 ± 0.089
HIV,bootstrap,drop_idx_62,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.930445940234872,0.14120372862793,0.0,0.682 ± 0.052,0.439 ± 0.068
HIV,gmm,drop_idx_62,1.0,0.9442113442113442,-0.0557886557886557,3.9002941036585046,0.1074153925819195,0.1129032258064516,0.801 ± 0.116,0.677 ± 0.190
HIV,cvae,drop_idx_62,0.9454545454545454,0.9442113442113442,-0.0012432012432012,6.380791749293761,0.1595385537020026,0.0806451612903225,0.828 ± 0.061,0.762 ± 0.091
HIV,bootstrap,drop_idx_7,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.8708781387702649,0.1423577064261011,0.0,0.652 ± 0.056,0.439 ± 0.093
breast_cancer,bootstrap,drop_idx_7,0.9894736842105264,0.968535672905232,-0.0209380113052941,0.4829992352950071,0.0445649687505195,0.0,0.576 ± 0.072,0.430 ± 0.086
diabetes,bootstrap,drop_idx_7,0.8571428571428571,0.6104621309370988,-0.2466807262057583,0.0843005013767324,0.0322735375279718,0.1428571428571428,0.597 ± 0.084,0.488 ± 0.101
HIV,gmm,drop_idx_7,1.0,0.9442113442113442,-0.0557886557886557,3.44987815140932,0.1145647401528978,0.1129032258064516,0.800 ± 0.067,0.703 ± 0.120
breast_cancer,gmm,drop_idx_7,0.9507042253521126,0.968535672905232,0.0178314475531194,0.6268046806056453,0.1178983146172698,0.0,0.778 ± 0.089,0.710 ± 0.064
diabetes,gmm,drop_idx_7,0.6473429951690821,0.6104621309370988,-0.0368808642319833,0.5152918590161891,0.040025596937825,0.1428571428571428,0.735 ± 0.060,0.638 ± 0.067
HIV,cvae,drop_idx_7,0.9818181818181818,0.9442113442113442,-0.0376068376068375,6.107950346809228,0.123728499198382,0.1935483870967742,0.834 ± 0.070,0.749 ± 0.069
breast_cancer,cvae,drop_idx_7,0.9619377162629758,0.968535672905232,0.0065979566422563,0.8130297983339133,0.0846696952206015,0.0,0.602 ± 0.061,0.446 ± 0.132
diabetes,cvae,drop_idx_7,0.6730769230769231,0.6104621309370988,-0.0626147921398243,0.8444748500190747,0.0917568307996692,0.0,0.773 ± 0.075,0.696 ± 0.101
HIV,bootstrap,drop_idx_8,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.92533577456836,0.1412650749277981,0.0,0.653 ± 0.054,0.446 ± 0.091
breast_cancer,bootstrap,drop_idx_8,0.9894736842105264,0.9684124103361852,-0.0210612738743409,0.471013677056066,0.0442870760094809,0.0,0.594 ± 0.055,0.447 ± 0.065
HIV,gmm,drop_idx_8,0.9818181818181818,0.9442113442113442,-0.0376068376068375,3.771623728604523,0.1151750127087424,0.0967741935483871,0.856 ± 0.092,0.785 ± 0.099
breast_cancer,gmm,drop_idx_8,0.9507042253521126,0.9684124103361852,0.0177081849840726,0.5747285620901942,0.1132677534659166,0.0,0.851 ± 0.097,0.785 ± 0.109
HIV,cvae,drop_idx_8,0.9642857142857144,0.9442113442113442,-0.02007437007437,6.144846719990797,0.1263238579016028,0.2096774193548387,0.805 ± 0.069,0.709 ± 0.079
breast_cancer,cvae,drop_idx_8,0.962457337883959,0.9684124103361852,0.0059550724522262,0.8039206415008272,0.0826650756163775,0.0,0.568 ± 0.050,0.479 ± 0.083
HIV,bootstrap,drop_idx_9,0.9629629629629628,0.9442113442113442,-0.0187516187516186,1.9303196032334655,0.1379772679477447,0.0,0.655 ± 0.053,0.446 ± 0.094
breast_cancer,bootstrap,drop_idx_9,0.9894736842105264,0.9684124103361852,-0.0210612738743409,0.485864156289478,0.0430581786315621,0.0,0.587 ± 0.066,0.428 ± 0.084
HIV,gmm,drop_idx_9,0.9818181818181818,0.9442113442113442,-0.0376068376068375,3.646116993971641,0.1151784201236999,0.1129032258064516,0.854 ± 0.127,0.768 ± 0.112
breast_cancer,gmm,drop_idx_9,0.9652777777777778,0.9684124103361852,0.0031346325584075,0.593569045909107,0.1228603521793102,0.0,0.845 ± 0.086,0.784 ± 0.103
HIV,cvae,drop_idx_9,0.8260869565217391,0.9442113442113442,0.118124387689605,6.844815194519371,0.1439447770338862,0.1935483870967742,0.851 ± 0.054,0.758 ± 0.070
breast_cancer,cvae,drop_idx_9,0.958904109589041,0.9684124103361852,0.0095083007471442,0.8230067499623368,0.083855785818007,0.0,0.611 ± 0.067,0.504 ± 0.105
